customer_id	campaign_outcome
k385526878479496089	Not Interested
l842267267117436170	Not Interested
6158693255218665575	Not Interested
504136188170864404	Not Interested
k77633107637893592	GoCar
2859114128312996764	Neuron electric scooter
3301335879314227156	Neuron electric scooter
1699180461050231883	Neuron electric scooter
3012166352726857458	Not Interested
2419949553956821004	Not Interested
4688629549455587254	Not Interested
m901589170607172027	Not Interested
6268074316613344397	Not Interested
r385763870117175324	Not Interested
m889132423082240242	Not Interested
d169369279837788111	Not Interested
m295374524273223948	Not Interested
6448019451908193507	Not Interested
z735163524923735280	Neuron electric scooter
r855840276738336432	Not Interested
4001396474149783429	Neuron electric scooter
r487441796043559272	Not Interested
8970592659125523062	Neuron electric scooter
l872687403304380290	Neuron electric scooter
z988814744760910506	Not Interested
5048524279977105098	Not Interested
3734606213803825571	Not Interested
5585269881500128985	Neuron electric scooter
u211466996850654351	Neuron electric scooter
2023013983293993078	Not Interested
u16349270496283542	Neuron electric scooter
k48074487190027096	Not Interested
3136389162815959264	Neuron electric scooter
8673852791552610022	Not Interested
u601432446725191785	Not Interested
m716148942682134304	Neuron electric scooter
4177759396503245153	Not Interested
209633643201380502	Not Interested
q270874632278575835	Neuron electric scooter
6601741246281779814	Not Interested
k614295601509294046	Not Interested
2858608155655543979	Not Interested
q844962555815578719	Not Interested
8895195537441258538	Not Interested
3142468431658437822	GoCar
6017558667653917687	Not Interested
r763820470896879149	Neuron electric scooter
d139807300094153042	Neuron electric scooter
h369819221239523737	Not Interested
z044244049362839931	Neuron electric scooter
2468305044112682945	Neuron electric scooter
7267940502330102556	Not Interested
m117072002333088688	Not Interested
h129599718713239838	Not Interested
q862544533056302748	Not Interested
q773159190637316386	Neuron electric scooter
3953529947457654505	Not Interested
u294638546555954490	Not Interested
6615846174268550084	Neuron electric scooter
q47149394429607511	Neuron electric scooter
u950729266517576099	Neuron electric scooter
r346437071992910759	Not Interested
3295932327716793847	Not Interested
h716783359515170061	Not Interested
k398528467597039500	Not Interested
8690590992123649941	GoCar
q697864616629583586	Not Interested
1524984712676344361	Neuron electric scooter
1684630255851308303	Neuron electric scooter
8090529606742697014	Not Interested
l821012127352069311	Not Interested
2536239067717953682	Not Interested
z557073337970976632	Not Interested
h063234111346176044	Not Interested
2140467181016253794	Neuron electric scooter
k857220137813484484	Not Interested
m16845161400073072	Neuron electric scooter
k938456403410606690	Not Interested
1981554511588192517	Neuron electric scooter
7463752762671306273	Neuron electric scooter
u47870892046238372	Not Interested
z693247506256196903	Not Interested
l602471272837007543	GoCar
6590033533341278565	Not Interested
u47907764955159421	Not Interested
7926414820380836117	Not Interested
5163069639613035346	Not Interested
4694055332924816018	Not Interested
k692885478047372674	Neuron electric scooter
q841613764153914771	Neuron electric scooter
4311233399847216221	Not Interested
m251208769141999546	Not Interested
2663282934344147569	Not Interested
4201259875037320501	GoCar
5702411331823057984	Neuron electric scooter
h636203575536226499	Neuron electric scooter
1780633134712470361	Neuron electric scooter
5757943340698512060	Not Interested
q217030203027522538	Not Interested
q692027000406214346	Not Interested
4698056429474456658	GoCar
u280494609400097629	Neuron electric scooter
585498151133489168	Not Interested
720793264727429442	Not Interested
3102534050840556077	Not Interested
7971362156028636877	Neuron electric scooter
d069121481519715782	Not Interested
z876302048113276532	Neuron electric scooter
2282456108073092112	Neuron electric scooter
z697308991141194010	Not Interested
7606572663467567245	Neuron electric scooter
h291695232156627815	Not Interested
u529318730377178257	Not Interested
k534718772613377918	Not Interested
u910718774556880210	Not Interested
8505529117732225412	Not Interested
1630272844687824769	Neuron electric scooter
3533187009118596261	Not Interested
z251412923354359688	Not Interested
m453182448585357090	Neuron electric scooter
k174589942320138402	Not Interested
h981334326491485835	Neuron electric scooter
5732920588534466931	Not Interested
m478786423909751809	Neuron electric scooter
u657879822808470934	Not Interested
d114628882260017466	Neuron electric scooter
z578760619380104903	Neuron electric scooter
l135093933730639754	Neuron electric scooter
2857706995145562035	Not Interested
q365587962468851107	Not Interested
4684551690216245431	Neuron electric scooter
q906694669548468291	Neuron electric scooter
q844376566590944604	Neuron electric scooter
9031974378174023847	Not Interested
3748469530373282880	Neuron electric scooter
m267970515596581255	Neuron electric scooter
k968322805474177274	Not Interested
k771960900140596595	Not Interested
4161251112960759046	Neuron electric scooter
h104117669449189038	Not Interested
r589375249123998888	GoCar
8919718162570036267	Not Interested
1719608856463318320	Not Interested
994787231474173732	Neuron electric scooter
7481181992538316501	Not Interested
333638833836614286	Neuron electric scooter
7548863794591646780	Neuron electric scooter
8353148251315494546	Not Interested
6024007435158444638	Not Interested
u199055972090636224	Not Interested
z494648897140044637	Neuron electric scooter
u569866047399374606	Neuron electric scooter
u103975967762587966	Not Interested
z335085339401177131	Neuron electric scooter
3913653941142018136	Not Interested
r371964993325902432	Not Interested
4838493373127334978	Not Interested
4023280596092258356	Not Interested
354716915033640941	Not Interested
z965995115955674055	Neuron electric scooter
5199863518403353798	Neuron electric scooter
q634018652578704793	Not Interested
1570614957647966031	Not Interested
u444495865629103294	Not Interested
2912721106831967424	Neuron electric scooter
r045917752440337196	Not Interested
h252710518493818680	Not Interested
5862779613208582806	Neuron electric scooter
u747199621710891714	Neuron electric scooter
6931362538570542022	Neuron electric scooter
k61236766687640969	Neuron electric scooter
l766222469015194238	Not Interested
u482684672527709714	Neuron electric scooter
z767492307866239093	Not Interested
2649837469984076738	Not Interested
d85736169111194670	Neuron electric scooter
l555870722634112289	Neuron electric scooter
1392149133851655719	Not Interested
8788566471688332328	Not Interested
h937260329877053701	Not Interested
5062763768939806626	Not Interested
q574219524123822685	Neuron electric scooter
z994056108429677640	Not Interested
5628951461540436720	Neuron electric scooter
m716343682209204869	Not Interested
q183364457586477535	Not Interested
k252942703935335530	Neuron electric scooter
698321538940866246	Not Interested
5852021473690638793	Not Interested
u728591786073456950	Neuron electric scooter
1005785517217042357	Neuron electric scooter
6146975768974204613	Not Interested
z873420138262614867	Neuron electric scooter
976340790678794401	Not Interested
z04940999724943099	Not Interested
3277723110778449432	Not Interested
5564804385153836045	Not Interested
k758065113876449151	Neuron electric scooter
2337594973986983809	Not Interested
h887462541495357470	Not Interested
4213509261343551180	Not Interested
852150937344075740	Not Interested
d34585918125771112	Neuron electric scooter
z271403280272587778	Not Interested
k9472750583559429	Not Interested
6487107762822363018	Neuron electric scooter
k017921095401951533	Neuron electric scooter
z804860493861575564	Not Interested
u989733746602168915	Neuron electric scooter
5746896040794766454	Neuron electric scooter
5489415932939787868	Neuron electric scooter
7045990179031466266	Not Interested
117826939814445760	Not Interested
u97357346625877121	Not Interested
m41597857603092361	Neuron electric scooter
1306856081666061895	Neuron electric scooter
u406737938929011536	Not Interested
2315384549391572018	Not Interested
2180260683290243985	Not Interested
1382984226973189983	Not Interested
5890336517690542011	Not Interested
u241466518677702551	Not Interested
8914197948752816691	Neuron electric scooter
h52135766098808402	Neuron electric scooter
z594788644488347480	Neuron electric scooter
r918089508068974507	Neuron electric scooter
h535809961448819095	Neuron electric scooter
1266079805643043386	Not Interested
q045416744167991874	Not Interested
q35248081038562143	Neuron electric scooter
u100623516131748516	Not Interested
z507073822840137849	Not Interested
m157225882891721437	Not Interested
r418686391632504336	Not Interested
1413156429998442220	Not Interested
h795717999176515531	Neuron electric scooter
r149302519345878831	Not Interested
z707792561275228106	Neuron electric scooter
m525754996037275918	Neuron electric scooter
h047644797785293125	Neuron electric scooter
2218840310139044499	Neuron electric scooter
1838836277212177493	Neuron electric scooter
r877739541861410396	Not Interested
k432421204300781894	Not Interested
l733009678372873370	Not Interested
5887728478426325286	Neuron electric scooter
u013844484140893984	Neuron electric scooter
r564978468123024107	Neuron electric scooter
6220876052652045156	Not Interested
7723620070537878778	Not Interested
7623490799625304717	Neuron electric scooter
k412521157466054262	Not Interested
920273416569202250	Not Interested
l490180344196496740	Neuron electric scooter
z425960134213237302	Not Interested
k116651791395960947	Neuron electric scooter
z237968245915141987	Not Interested
h816587602214383075	Not Interested
2243805864443484226	Neuron electric scooter
u628097048476648993	Not Interested
7955184844181832407	Not Interested
r641342157779600167	Neuron electric scooter
q992602563384190555	Not Interested
d132890859179673450	Neuron electric scooter
6228365543280563450	Not Interested
9150516797533508819	Not Interested
h043096994690217845	Not Interested
3630432271950695742	Not Interested
7659801984411706575	Not Interested
3786298582926723121	Not Interested
k384078152204949562	Neuron electric scooter
3493389867125287884	Not Interested
u009518321145100812	Neuron electric scooter
r508837098619916317	Not Interested
z363851138623994132	Neuron electric scooter
6924916464756023233	Neuron electric scooter
467645047932066249	Neuron electric scooter
